Date,Open Price,Close Price,High,Low
2016-08-04,566.44,576.22,584.89,559.5
2016-08-05,576.22,574.66,579.97,565.81
2016-08-06,574.66,586.45,596.68,565.33
2016-08-07,586.45,590.85,596.01,580.87
2016-08-08,590.85,589.24,594.24,585.41
2016-08-09,589.24,585.25,591.2,581.1
2016-08-10,585.25,590.94,600.52,580.87
2016-08-11,590.94,587.84,599.15,585.39
2016-08-12,587.84,587.14,591.14,582.2
2016-08-13,587.14,584.59,590.07,582.81
2016-08-14,584.59,569.06,585.8,559.93
2016-08-15,569.06,566.95,574.97,559.28
2016-08-16,566.95,580.19,583.38,563.38
2016-08-17,580.19,572.34,581.1,568.66
2016-08-18,572.34,573.39,579.53,570.83
2016-08-19,573.39,574.56,577.86,566.25
2016-08-20,574.56,582.61,583.5,572.28
2016-08-21,582.61,580.66,585.32,577.84
2016-08-22,580.66,587.47,591.9,577.13
2016-08-23,587.47,583.56,589.87,578.61
2016-08-24,583.56,579.66,584.47,576.82
2016-08-25,579.66,577.96,580.71,570.81
2016-08-26,577.96,579.37,582.73,575.83
2016-08-27,579.37,570.35,580.41,567.25
2016-08-28,570.35,574.98,576.32,569.21
2016-08-29,574.98,574.23,578.61,571.38
2016-08-30,574.23,577.32,579.94,572.51
2016-08-31,577.32,573.88,578.25,571.69
2016-09-01,573.88,571.99,704.97,569.37
2016-09-02,571.99,575.29,577.6,569.3
2016-09-03,575.29,598.84,604.97,572.64
2016-09-04,598.84,609.55,615.2,590.78
2016-09-05,609.55,605.76,610.61,598.77
2016-09-06,605.76,610.44,611.95,603.55
2016-09-07,610.44,613.21,616.48,606.24
2016-09-08,613.21,625.57,629.3,611.25
2016-09-09,625.57,623.16,627.58,617.32
2016-09-10,623.16,624.52,627.45,621.07
2016-09-11,624.52,605.61,630.77,592.79
2016-09-12,605.61,607.98,610.62,603.03
2016-09-13,607.98,608.61,612.03,604.87
2016-09-14,608.61,609.54,612.16,606.39
2016-09-15,609.54,608.11,610.73,605.1
2016-09-16,608.11,607.78,610.36,605.15
2016-09-17,607.78,607.08,609.61,604.52
2016-09-18,607.08,610.7,612.38,605.22
2016-09-19,610.7,609.85,612.41,606.99
2016-09-20,609.85,609.24,611.27,605.93
2016-09-21,609.24,597.16,608.82,591.69
2016-09-22,597.16,595.63,599.78,592.83
2016-09-23,595.63,602.92,603.7,594.11
2016-09-24,602.92,602.59,605.92,600.5
2016-09-25,602.59,601.49,604.87,598.35
2016-09-26,601.49,606.54,608.46,598.17
2016-09-27,606.54,605.47,608.97,601.73
2016-09-28,605.47,604.67,606.9,602.62
2016-09-29,604.67,604.7,607.23,602.01
2016-09-30,604.7,608.14,608.78,602.25
2016-10-01,608.14,613.41,615.0,607.07
2016-10-02,613.41,610.69,614.21,607.67
2016-10-03,610.69,611.6,613.2,608.47
2016-10-04,611.6,608.96,612.68,606.5
2016-10-05,608.96,611.82,613.65,607.98
2016-10-06,611.82,610.97,612.68,608.54
2016-10-07,610.97,616.03,619.43,609.12
2016-10-08,616.03,617.65,619.56,614.88
2016-10-09,617.65,615.77,618.35,613.01
2016-10-10,615.77,617.29,618.81,612.76
2016-10-11,617.29,640.45,642.35,615.6
2016-10-12,640.45,635.99,642.51,632.19
2016-10-13,635.99,635.6,639.52,632.25
2016-10-14,635.6,637.92,640.46,630.66
2016-10-15,637.92,637.03,641.4,635.06
2016-10-16,637.03,640.12,642.18,636.39
2016-10-17,640.12,637.37,641.29,634.89
2016-10-18,637.37,635.34,639.34,632.23
2016-10-19,635.34,629.06,637.27,624.09
2016-10-20,629.06,628.34,630.83,625.48
2016-10-21,628.34,630.45,633.26,627.58
2016-10-22,630.45,655.48,659.89,629.72
2016-10-23,655.48,653.03,661.2,648.78
2016-10-24,653.03,650.49,654.32,645.68
2016-10-25,650.49,651.0,662.54,647.65
2016-10-26,651.0,674.67,678.39,651.39
2016-10-27,674.67,682.3,687.88,672.26
2016-10-28,682.3,686.24,688.43,678.63
2016-10-29,686.24,714.95,720.19,685.22
2016-10-30,714.95,697.27,714.91,689.51
2016-10-31,697.27,698.67,707.21,682.17
2016-11-01,698.67,726.76,734.36,695.2
2016-11-02,726.76,733.51,735.78,718.14
2016-11-03,733.51,684.87,744.43,670.4
2016-11-04,684.87,702.08,706.64,681.27
2016-11-05,702.08,702.11,706.38,694.03
2016-11-06,702.11,709.91,714.13,697.63
2016-11-07,709.91,705.4,711.66,698.35
2016-11-08,705.4,710.9,714.63,700.96
2016-11-09,710.9,721.42,741.23,707.13
2016-11-10,721.42,714.57,723.02,707.31
2016-11-11,714.57,714.97,719.79,711.67
2016-11-12,714.97,704.27,717.37,701.08
2016-11-13,704.27,701.97,705.61,685.01
2016-11-14,701.97,704.56,708.03,696.11
2016-11-15,704.56,711.1,716.93,697.91
2016-11-16,711.1,740.28,745.98,708.14
2016-11-17,740.28,737.53,751.91,730.08
2016-11-18,737.53,746.96,751.43,730.95
2016-11-19,746.96,747.89,755.34,737.44
2016-11-20,747.89,728.51,752.26,712.77
2016-11-21,728.51,736.19,744.33,726.55
2016-11-22,736.19,749.34,754.01,730.62
2016-11-23,749.34,741.07,750.93,731.34
2016-11-24,741.07,735.31,744.24,726.19
2016-11-25,735.31,740.39,741.25,728.97
2016-11-26,740.39,734.14,740.96,725.62
2016-11-27,734.14,729.42,738.29,727.11
2016-11-28,729.42,733.3,738.1,727.74
2016-11-29,733.3,732.56,737.04,727.78
2016-11-30,732.56,742.49,745.39,730.57
2016-12-01,742.49,752.63,755.48,741.08
2016-12-02,752.63,770.94,779.02,752.25
2016-12-03,770.94,764.24,772.32,755.81
2016-12-04,764.24,766.39,769.23,758.8
2016-12-05,766.39,754.34,769.18,746.01
2016-12-06,754.34,758.21,762.48,750.91
2016-12-07,758.21,765.56,769.02,754.27
2016-12-08,765.56,768.49,773.41,761.17
2016-12-09,768.49,770.48,773.48,765.03
2016-12-10,770.48,774.0,776.96,769.19
2016-12-11,774.0,767.91,774.16,763.0
2016-12-12,767.91,778.47,781.26,767.86
2016-12-13,778.47,778.74,790.33,767.77
2016-12-14,778.74,776.5,780.77,771.01
2016-12-15,776.5,775.21,780.27,773.12
2016-12-16,775.21,782.05,783.94,773.31
2016-12-17,782.05,787.17,791.57,779.36
2016-12-18,787.17,789.01,791.26,783.8
2016-12-19,789.01,789.79,793.73,786.31
2016-12-20,789.79,799.1,800.02,787.12
2016-12-21,799.1,829.21,833.13,795.98
2016-12-22,829.21,860.15,874.68,828.87
2016-12-23,860.15,917.17,920.26,858.04
2016-12-24,917.17,891.07,920.49,880.79
2016-12-25,891.07,891.07,895.24,851.42
2016-12-26,891.07,898.38,909.32,885.88
2016-12-27,898.38,925.78,937.91,893.38
2016-12-28,925.78,972.17,974.51,925.49
2016-12-29,972.17,971.08,982.57,949.23
2016-12-30,971.08,959.04,971.59,927.4
2016-12-31,959.04,963.38,965.47,942.4
2017-01-01,963.38,995.44,1001.61,956.1
2017-01-02,995.44,1017.05,1031.68,990.2
2017-01-03,1017.05,1033.3,1035.47,1006.53
2017-01-04,1033.3,1135.41,1148.54,1022.32
2017-01-05,1135.41,989.35,1150.63,874.53
2017-01-06,989.35,886.16,1027.42,852.55
2017-01-07,886.16,888.87,900.86,806.66
2017-01-08,888.87,900.86,936.13,875.85
2017-01-09,900.86,899.78,910.47,870.91
2017-01-10,899.78,904.37,911.32,890.12
2017-01-11,904.37,785.43,917.65,751.63
2017-01-12,785.43,810.11,828.21,739.55
2017-01-13,810.11,824.83,835.05,771.0
2017-01-14,824.83,819.63,838.9,808.27
2017-01-15,819.63,821.17,826.43,808.63
2017-01-16,821.17,827.34,836.66,817.7
2017-01-17,827.34,899.66,906.38,825.04
2017-01-18,899.66,872.03,913.67,845.87
2017-01-19,872.03,895.21,905.28,870.71
2017-01-20,895.21,892.91,901.49,878.9
2017-01-21,892.91,919.84,928.93,889.46
2017-01-22,919.84,918.84,938.38,888.62
2017-01-23,918.84,921.46,927.98,910.85
2017-01-24,921.46,893.75,925.61,889.15
2017-01-25,893.75,894.41,905.7,883.63
2017-01-26,894.41,915.56,919.32,893.49
2017-01-27,915.56,918.01,922.56,907.92
2017-01-28,918.01,918.51,921.89,912.84
2017-01-29,918.51,914.55,922.4,912.68
2017-01-30,914.55,920.73,922.35,911.51
2017-01-31,920.73,965.49,967.45,917.38
2017-02-01,965.49,982.43,986.57,959.82
2017-02-02,982.43,1003.97,1009.13,973.5
2017-02-03,1003.97,1013.02,1023.72,989.21
2017-02-04,1013.02,1031.85,1041.04,1000.41
2017-02-05,1031.85,1016.11,1033.66,1004.05
2017-02-06,1016.11,1024.67,1030.6,1010.83
2017-02-07,1024.67,1049.56,1054.1,1019.87
2017-02-08,1049.56,1055.49,1069.23,1020.33
2017-02-09,1055.49,978.96,1073.03,924.65
2017-02-10,978.96,997.61,1005.6,947.02
2017-02-11,997.61,1008.32,1014.32,983.93
2017-02-12,1008.32,996.52,1007.82,992.45
2017-02-13,996.52,995.36,1007.61,975.1
2017-02-14,995.36,1008.34,1013.8,986.46
2017-02-15,1008.34,1008.19,1010.93,999.73
2017-02-16,1008.19,1031.93,1040.28,1007.39
2017-02-17,1031.93,1049.41,1057.39,1025.87
2017-02-18,1049.41,1052.28,1063.21,1044.68
2017-02-19,1052.28,1048.89,1056.48,1037.67
2017-02-20,1048.89,1077.56,1081.78,1040.99
2017-02-21,1077.56,1119.03,1123.03,1073.54
2017-02-22,1119.03,1120.46,1132.25,1094.83
2017-02-23,1120.46,1171.91,1181.6,1113.54
2017-02-24,1171.91,1176.49,1211.74,1092.41
2017-02-25,1176.49,1149.05,1180.01,1116.21
2017-02-26,1149.05,1171.58,1177.47,1130.61
2017-02-27,1171.58,1188.83,1195.82,1164.27
2017-02-28,1188.83,1189.27,1208.22,1175.75
2017-03-01,1189.27,1222.66,1225.04,1154.55
2017-03-02,1222.66,1255.47,1286.98,1211.96
2017-03-03,1255.47,1283.3,1291.35,1250.8
2017-03-04,1283.3,1264.32,1285.78,1228.73
2017-03-05,1264.32,1271.22,1273.28,1242.1
2017-03-06,1271.22,1277.01,1280.61,1261.0
2017-03-07,1277.01,1232.69,1280.89,1148.66
2017-03-08,1232.69,1146.97,1242.04,1136.88
2017-03-09,1146.97,1191.33,1206.97,1129.35
2017-03-10,1191.33,1112.39,1330.42,988.69
2017-03-11,1112.39,1179.22,1202.69,1104.78
2017-03-12,1179.22,1225.11,1235.46,1160.9
2017-03-13,1225.11,1238.19,1245.63,1205.61
2017-03-14,1238.19,1243.14,1255.52,1218.38
2017-03-15,1243.14,1253.43,1256.95,1236.43
2017-03-16,1253.43,1172.88,1260.24,1118.96
2017-03-17,1172.88,1071.71,1174.9,1063.48
2017-03-18,1071.71,971.38,1103.61,940.18
2017-03-19,971.38,1022.6,1063.67,967.31
2017-03-20,1022.6,1047.51,1057.5,1005.05
2017-03-21,1047.51,1121.29,1125.53,1043.87
2017-03-22,1121.29,1044.72,1121.88,997.78
2017-03-23,1044.72,1035.03,1062.79,1022.02
2017-03-24,1035.03,939.7,1038.38,927.35
2017-03-25,939.7,966.3,995.96,890.43
2017-03-26,966.3,969.44,1004.32,946.65
2017-03-27,969.44,1045.14,1048.85,961.8
2017-03-28,1045.14,1044.42,1068.41,1015.45
2017-03-29,1044.42,1041.9,1058.66,1008.34
2017-03-30,1041.9,1037.91,1052.66,1020.93
2017-03-31,1037.91,1079.11,1088.2,1035.18
2017-04-01,1079.11,1086.12,1103.74,1067.47
2017-04-02,1086.12,1097.4,1109.48,1074.21
2017-04-03,1097.4,1147.56,1157.87,1095.55
2017-04-04,1147.56,1141.77,1161.19,1122.15
2017-04-05,1141.77,1129.87,1143.84,1110.06
2017-04-06,1129.87,1188.7,1201.55,1130.51
2017-04-07,1188.7,1190.49,1201.23,1173.18
2017-04-08,1190.49,1180.78,1198.22,1166.65
2017-04-09,1180.78,1204.34,1215.1,1173.99
2017-04-10,1204.34,1206.71,1214.87,1194.81
2017-04-11,1206.71,1220.74,1229.57,1195.76
2017-04-12,1220.74,1212.53,1225.46,1207.36
2017-04-13,1212.53,1176.2,1218.66,1150.29
2017-04-14,1176.2,1177.33,1195.4,1162.16
2017-04-15,1177.33,1176.99,1194.85,841.53
2017-04-16,1176.99,1176.8,1187.97,1166.74
2017-04-17,1176.8,1194.01,1202.97,1172.81
2017-04-18,1194.01,1206.09,1213.88,1191.14
2017-04-19,1206.09,1215.2,1218.21,1194.08
2017-04-20,1215.2,1238.09,1246.64,1210.67
2017-04-21,1238.09,1249.64,1256.97,1235.56
2017-04-22,1249.64,1240.89,1256.97,1215.78
2017-04-23,1240.89,1249.14,1256.23,1223.06
2017-04-24,1249.14,1248.18,1256.36,1234.86
2017-04-25,1248.18,1264.31,1272.62,1244.21
2017-04-26,1264.31,1286.63,1309.2,1263.0
2017-04-27,1286.63,1332.91,1346.79,1285.3
2017-04-28,1332.91,1329.62,1356.15,1287.62
2017-04-29,1329.62,1336.28,1343.69,1314.15
2017-04-30,1336.28,1351.91,1358.94,1309.66
2017-05-01,1351.91,1415.81,1448.68,1342.78
2017-05-02,1415.81,1445.93,1471.14,1394.83
2017-05-03,1445.93,1485.55,1496.39,1424.05
2017-05-04,1485.55,1516.76,1609.84,1437.11
2017-05-05,1516.76,1507.77,1588.11,1485.01
2017-05-06,1507.77,1545.29,1560.42,1503.93
2017-05-07,1545.29,1554.45,1572.89,1495.18
2017-05-08,1554.45,1664.47,1667.67,1552.86
2017-05-09,1664.47,1697.5,1757.39,1619.97
2017-05-10,1697.5,1752.31,1766.18,1664.99
2017-05-11,1752.31,1819.29,1864.76,1741.54
2017-05-12,1819.29,1686.39,1822.51,1641.18
2017-05-13,1686.39,1763.74,1770.5,1594.59
2017-05-14,1763.74,1772.55,1802.75,1736.13
2017-05-15,1772.55,1708.92,1776.65,1656.81
2017-05-16,1708.92,1729.34,1752.55,1653.72
2017-05-17,1729.34,1801.3,1842.83,1703.97
2017-05-18,1801.3,1880.99,1980.49,1791.12
2017-05-19,1880.99,1962.0,1969.7,1875.28
2017-05-20,1962.0,2040.18,2048.45,1944.4
2017-05-21,2040.18,2044.19,2094.94,1980.07
2017-05-22,2044.19,2124.41,2264.76,1998.61
2017-05-23,2124.41,2272.58,2286.3,2110.78
2017-05-24,2272.58,2445.28,2496.98,2263.29
2017-05-25,2445.28,2307.22,2781.76,2210.48
2017-05-26,2306.96,2244.89,2616.52,2051.45
2017-05-27,2244.89,2052.43,2322.37,1868.56
2017-05-28,2052.43,2189.02,2300.52,2051.07
2017-05-29,2189.02,2278.21,2337.35,2117.34
2017-05-30,2278.21,2192.55,2329.26,2147.1
2017-05-31,2192.55,2303.34,2330.62,2168.37
2017-06-01,2303.34,2412.65,2460.84,2303.34
2017-06-02,2412.65,2492.6,2493.97,2385.59
2017-06-03,2492.6,2545.43,2582.77,2449.95
2017-06-04,2545.43,2524.06,2559.79,2478.18
2017-06-05,2524.06,2704.96,2705.38,2523.92
2017-06-06,2704.96,2870.5,2931.24,2699.68
2017-06-07,2870.5,2691.51,2880.95,2626.56
2017-06-08,2691.51,2798.78,2808.41,2623.61
2017-06-09,2798.78,2811.43,2852.07,2786.07
2017-06-10,2811.43,2900.25,2914.19,2807.36
2017-06-11,2900.25,2973.45,2977.86,2867.25
2017-06-12,2973.45,2656.77,2985.06,2483.63
2017-06-13,2656.77,2712.99,2784.77,2647.44
2017-06-14,2712.99,2467.27,2803.72,2348.99
2017-06-15,2467.27,2442.46,2521.6,2125.56
2017-06-16,2442.46,2508.58,2536.42,2335.28
2017-06-17,2508.58,2655.1,2690.71,2454.81
2017-06-18,2655.1,2539.56,2676.04,2488.59
2017-06-19,2539.56,2616.82,2617.75,2518.78
2017-06-20,2616.82,2754.38,2800.48,2613.98
2017-06-21,2754.38,2677.62,2804.41,2624.35
2017-06-22,2677.62,2722.84,2757.32,2623.17
2017-06-23,2722.84,2710.37,2759.66,2699.48
2017-06-24,2710.37,2590.05,2741.56,2540.35
2017-06-25,2590.05,2541.62,2660.66,2472.37
2017-06-26,2541.62,2446.05,2584.75,2327.26
2017-06-27,2446.05,2583.75,2585.06,2309.63
2017-06-28,2583.75,2577.74,2616.95,2490.11
2017-06-29,2577.74,2558.37,2605.86,2526.51
2017-06-30,2558.37,2480.61,2576.28,2469.54
2017-07-01,2480.61,2424.61,2529.62,2387.47
2017-07-02,2424.61,2536.46,2555.34,2375.86
2017-07-03,2536.46,2572.47,2617.48,2506.3
2017-07-04,2572.47,2617.32,2658.73,2569.99
2017-07-05,2617.32,2627.86,2642.74,2562.04
2017-07-06,2627.86,2614.24,2634.84,2581.8
2017-07-07,2614.24,2513.88,2617.48,2484.73
2017-07-08,2513.88,2564.86,2568.73,2480.62
2017-07-09,2564.86,2511.43,2576.73,2509.65
2017-07-10,2511.43,2344.02,2530.34,2271.79
2017-07-11,2344.02,2324.29,2412.75,2265.48
2017-07-12,2324.29,2403.09,2424.82,2262.08
2017-07-13,2403.09,2362.44,2436.66,2334.96
2017-07-14,2362.44,2234.17,2370.53,2165.36
2017-07-15,2234.17,1975.08,2237.13,1974.03
2017-07-16,1975.08,1914.09,2044.41,1808.99
2017-07-17,1914.09,2233.39,2233.83,1913.79
2017-07-18,2233.39,2320.23,2400.74,2164.59
2017-07-19,2320.23,2282.58,2412.38,2243.13
2017-07-20,2282.58,2866.02,2932.81,2282.11
2017-07-21,2866.02,2675.08,2873.96,2622.54
2017-07-22,2675.08,2836.53,2876.71,2658.59
2017-07-23,2836.53,2756.61,2856.67,2675.65
2017-07-24,2756.61,2763.42,2798.89,2715.69
2017-07-25,2763.42,2582.58,2779.08,2472.62
2017-07-26,2582.58,2559.21,2631.73,2441.54
2017-07-27,2559.21,2691.88,2712.92,2547.74
2017-07-28,2691.88,2806.75,2843.78,2683.59
2017-07-29,2806.75,2733.5,2812.13,2699.42
2017-07-30,2733.5,2766.49,2773.06,2621.68
2017-07-31,2766.49,2883.27,2916.3,2723.05
2017-08-01,2883.27,2746.99,2946.02,2659.62
2017-08-02,2746.99,2720.53,2773.8,2668.87
2017-08-03,2720.53,2809.99,2822.88,2717.62
2017-08-04,2809.99,2878.49,2892.67,2779.51
2017-08-05,2878.49,3262.8,3344.01,2875.91
2017-08-06,3262.8,3232.03,3295.07,3166.52
2017-08-07,3232.03,3401.91,3425.13,3198.51
2017-08-08,3401.91,3429.38,3494.87,3357.15
2017-08-09,3429.38,3348.79,3437.15,3251.03
2017-08-10,3348.79,3425.67,3453.84,3322.92
2017-08-11,3425.67,3654.37,3706.48,3409.79
2017-08-12,3654.37,3871.62,3967.26,3611.36
2017-08-13,3871.62,4062.6,4189.42,3847.31
2017-08-14,4062.6,4327.94,4336.71,3978.95
2017-08-15,4327.94,4161.66,4436.48,3837.13
2017-08-16,4161.66,4387.4,4398.06,3938.62
2017-08-17,4387.4,4278.92,4487.5,4194.1
2017-08-18,4278.92,4105.37,4362.73,3978.28
2017-08-19,4105.37,4150.45,4189.68,3957.46
2017-08-20,4150.45,4066.6,4182.29,4034.4
2017-08-21,4066.6,4005.1,4097.25,3966.93
2017-08-22,4005.1,4089.7,4142.68,3612.21
2017-08-23,4089.7,4141.09,4255.62,4070.49
2017-08-24,4141.09,4318.35,4364.11,4111.71
2017-08-25,4318.35,4364.41,4461.71,4292.63
2017-08-26,4364.41,4352.3,4379.28,4263.28
2017-08-27,4352.3,4345.75,4408.18,4321.12
2017-08-28,4345.75,4390.31,4403.13,4195.23
2017-08-29,4390.31,4597.31,4647.83,4350.22
2017-08-30,4597.31,4583.02,4644.06,4491.79
2017-08-31,4583.02,4735.11,4765.07,4580.13
2017-09-01,4735.11,4921.85,4925.23,4690.17
2017-09-02,4921.85,4573.8,4976.52,4448.64
2017-09-03,4573.8,4612.92,4719.78,4397.74
2017-09-04,4612.92,4267.45,4621.01,4098.58
2017-09-05,4267.45,4409.08,4496.67,4004.62
2017-09-06,4409.08,4618.71,4660.04,4401.53
2017-09-07,4618.71,4635.6,4690.55,4493.2
2017-09-08,4635.6,4326.45,4699.59,4130.88
2017-09-09,4326.45,4335.13,4402.15,4185.33
2017-09-10,4335.13,4245.89,4338.08,4032.15
2017-09-11,4245.89,4217.9,4364.42,4134.62
2017-09-12,4217.9,4158.92,4387.76,4074.97
2017-09-13,4158.92,3870.29,4174.58,3752.01
2017-09-14,3870.29,3243.08,3930.69,3218.98
2017-09-15,3243.08,3713.76,3824.43,2979.88
2017-09-16,3713.76,3698.92,3893.67,3551.83
2017-09-17,3698.92,3689.61,3796.56,3485.83
2017-09-18,3689.61,4100.28,4122.75,3689.0
2017-09-19,4100.28,3907.96,4120.71,3852.22
2017-09-20,3907.96,3882.16,4053.04,3846.76
2017-09-21,3882.16,3617.27,3912.79,3576.54
2017-09-22,3617.27,3600.83,3753.51,3505.81
2017-09-23,3600.83,3788.02,3813.39,3563.18
2017-09-24,3788.02,3667.52,3790.89,3633.88
2017-09-25,3667.52,3932.83,3971.5,3665.67
2017-09-26,3932.83,3892.7,3982.31,3858.75
2017-09-27,3892.7,4212.2,4232.35,3882.08
2017-09-28,4212.2,4195.65,4274.64,4112.88
2017-09-29,4195.65,4172.79,4237.51,4030.37
2017-09-30,4172.79,4360.62,4383.27,4164.25
2017-10-01,4360.62,4403.09,4412.62,4258.32
2017-10-02,4403.09,4401.32,4477.38,4364.67
2017-10-03,4401.32,4314.18,4435.99,4230.73
2017-10-04,4314.18,4218.66,4355.29,4183.57
2017-10-05,4218.66,4321.44,4365.76,4143.35
2017-10-06,4321.44,4371.94,4422.15,4296.93
2017-10-07,4371.94,4435.81,4472.92,4319.48
2017-10-08,4435.81,4611.7,4622.87,4419.36
2017-10-09,4611.7,4777.49,4875.38,4556.15
2017-10-10,4777.49,4763.36,4930.0,4722.81
2017-10-11,4763.36,4824.2,4874.89,4718.6
2017-10-12,4824.2,5432.62,5432.63,4814.98
2017-10-13,5432.62,5637.26,5852.78,5391.97
2017-10-14,5637.26,5824.71,5839.62,5568.86
2017-10-15,5824.71,5688.14,5862.69,5448.22
2017-10-16,5677.35,5759.33,5795.33,5576.1
2017-10-17,5759.25,5598.58,5773.32,5521.09
2017-10-18,5598.58,5575.83,5601.3,5114.87
2017-10-19,5576.71,5698.65,5737.41,5517.62
2017-10-20,5698.62,5993.11,6075.32,5611.39
